arm_box_kind	dataset	key	status	reason	center_x	center_y	center_z	size_x	size_y	size_z	method	pocket_rank	pocket_score	pocket_alpha_spheres	distance_to_crystal_centroid	ligand_fits_in_box	recorded
ligand_centred	posebusters	7QF4_RBF	ok		-0.588	-4.744	-11.573	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:31+08:00
detected	posebusters	7QF4_RBF	ok		-0.977	-4.339	-9.532	25.0	25.0	25.0	fpocket_rank1	1	0.256	101	2.117	1	2026-09-22T15:23:31+08:00
ligand_centred	posebusters	7Q25_8J9	ok		-51.816	95.266	24.214	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:08+08:00
detected	posebusters	7Q25_8J9	ok		-52.644	63.115	-18.459	25.0	25.0	25.0	fpocket_rank1	1	0.441	311	53.435	0	2026-09-22T15:23:08+08:00
ligand_centred	posebusters	7QFM_AY3	ok		-119.262	203.362	-0.569	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:32+08:00
detected	posebusters	7QFM_AY3	ok		-126.954	185.757	-2.211	25.0	25.0	25.0	fpocket_rank1	1	0.367	57	19.282	0	2026-09-22T15:23:32+08:00
ligand_centred	posebusters	7QGP_DJ8	ok		-26.649	4.088	11.83	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:32+08:00
detected	posebusters	7QGP_DJ8	ok		-41.831	-9.533	18.458	25.0	25.0	25.0	fpocket_rank1	1	0.127	30	21.447	0	2026-09-22T15:23:32+08:00
ligand_centred	posebusters	7QE4_NGA	ok		48.987	19.701	74.98	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:27+08:00
detected	posebusters	7QE4_NGA	ok		26.333	22.687	80.397	25.0	25.0	25.0	fpocket_rank1	1	0.363	37	23.483	0	2026-09-22T15:23:27+08:00
ligand_centred	posebusters	7Q5I_I0F	ok		34.962	23.956	30.26	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:25+08:00
detected	posebusters	7Q5I_I0F	ok		36.355	27.446	30.771	25.0	25.0	25.0	fpocket_rank1	1	0.29	205	3.792	1	2026-09-22T15:23:25+08:00
ligand_centred	posebusters	7QPP_VDX	ok		11.374	22.414	34.233	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:35+08:00
detected	posebusters	7QPP_VDX	ok		14.315	17.211	33.877	25.0	25.0	25.0	fpocket_rank1	1	0.345	57	5.988	1	2026-09-22T15:23:35+08:00
ligand_centred	posebusters	7QTA_URI	ok		7.106	5.257	-9.162	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:36+08:00
detected	posebusters	7QTA_URI	ok		13.918	11.848	12.989	25.0	25.0	25.0	fpocket_rank1	1	0.127	16	24.093	0	2026-09-22T15:23:36+08:00
ligand_centred	posebusters	7QHG_T3B	ok		45.736	-10.347	109.978	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:34+08:00
detected	posebusters	7QHG_T3B	ok		45.838	-11.882	108.792	25.0	25.0	25.0	fpocket_rank1	1	0.127	124	1.942	1	2026-09-22T15:23:34+08:00
ligand_centred	posebusters	7R3D_APR	ok		15.159	21.405	-50.689	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:37+08:00
detected	posebusters	7R3D_APR	ok		5.144	14.152	-47.686	25.0	25.0	25.0	fpocket_rank1	1	0.271	109	12.725	0	2026-09-22T15:23:37+08:00
ligand_centred	posebusters	7R59_I5F	ok		1.633	4.247	10.667	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:40+08:00
detected	posebusters	7R59_I5F	ok		3.972	10.767	10.183	25.0	25.0	25.0	fpocket_rank1	1	0.107	29	6.944	1	2026-09-22T15:23:40+08:00
ligand_centred	posebusters	7R7R_AWJ	ok		31.097	47.125	8.121	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:46+08:00
detected	posebusters	7R7R_AWJ	ok		43.524	66.974	15.835	25.0	25.0	25.0	fpocket_rank1	1	0.451	88	24.656	0	2026-09-22T15:23:46+08:00
ligand_centred	posebusters	7QHL_D5P	ok		23.866	-14.805	37.988	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:35+08:00
detected	posebusters	7QHL_D5P	ok		12.692	27.66	17.753	25.0	25.0	25.0	fpocket_rank1	1	0.28	92	48.348	0	2026-09-22T15:23:35+08:00
ligand_centred	posebusters	7RC3_SAH	ok		-44.603	13.878	7.203	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:49+08:00
detected	posebusters	7RC3_SAH	ok		-41.621	17.407	6.558	25.0	25.0	25.0	fpocket_rank1	1	0.452	210	4.664	1	2026-09-22T15:23:49+08:00
ligand_centred	posebusters	7R9N_F97	ok		-38.94	-113.872	222.94	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:46+08:00
detected	posebusters	7R9N_F97	ok		-50.456	-87.311	257.072	25.0	25.0	25.0	fpocket_rank1	1	0.131	36	44.757	0	2026-09-22T15:23:46+08:00
ligand_centred	posebusters	7RH3_59O	ok		17.406	-9.663	0.254	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:53+08:00
detected	posebusters	7RH3_59O	ok		23.129	0.935	9.376	25.0	25.0	25.0	fpocket_rank1	1	0.399	24	15.109	0	2026-09-22T15:23:53+08:00
ligand_centred	posebusters	7RKW_5TV	ok		19.12	-7.568	18.611	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:53+08:00
detected	posebusters	7RKW_5TV	ok		14.887	-6.963	15.65	25.0	25.0	25.0	fpocket_rank1	1	0.296	219	5.201	1	2026-09-22T15:23:53+08:00
ligand_centred	posebusters	7ROU_66I	ok		62.242	17.754	44.64	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:59+08:00
detected	posebusters	7ROU_66I	ok		59.915	18.798	45.295	25.0	25.0	25.0	fpocket_rank1	1	0.355	155	2.633	1	2026-09-22T15:23:59+08:00
ligand_centred	posebusters	7OP9_06K	ok		-84.244	-28.109	-34.625	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:33+08:00
detected	posebusters	7OP9_06K	ok		-40.505	-42.901	-29.303	25.0	25.0	25.0	fpocket_rank1	1	0.232	110	46.478	0	2026-09-22T15:22:33+08:00
ligand_centred	posebusters	7RNI_60I	ok		182.593	123.656	30.417	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:53+08:00
detected	posebusters	7RNI_60I	ok		187.614	122.341	19.174	25.0	25.0	25.0	fpocket_rank1	1	0.321	84	12.383	0	2026-09-22T15:23:53+08:00
ligand_centred	posebusters	7ROR_69X	ok		9.441	-3.199	55.227	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:54+08:00
detected	posebusters	7ROR_69X	ok		3.517	-3.474	56.686	25.0	25.0	25.0	fpocket_rank1	1	0.171	129	6.107	1	2026-09-22T15:23:54+08:00
ligand_centred	posebusters	7RWS_4UR	ok		15.819	51.453	39.245	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:04+08:00
detected	posebusters	7RWS_4UR	ok		16.636	49.119	40.785	25.0	25.0	25.0	fpocket_rank1	1	0.292	50	2.914	1	2026-09-22T15:24:04+08:00
ligand_centred	posebusters	7SCW_GSP	ok		28.942	22.258	-5.183	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:06+08:00
detected	posebusters	7SCW_GSP	ok		27.387	21.921	-4.879	25.0	25.0	25.0	fpocket_rank1	1	0.32	118	1.619	1	2026-09-22T15:24:06+08:00
ligand_centred	posebusters	7RZL_NPO	ok		30.851	5.606	61.434	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:05+08:00
detected	posebusters	7RZL_NPO	ok		2.825	1.091	47.57	25.0	25.0	25.0	fpocket_rank1	1	0.397	125	31.592	0	2026-09-22T15:24:05+08:00
ligand_centred	posebusters	7SDD_4IP	ok		11.2	-2.117	-7.191	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:07+08:00
detected	posebusters	7SDD_4IP	ok		21.821	-25.205	-10.623	25.0	25.0	25.0	fpocket_rank1	1	0.244	52	25.645	0	2026-09-22T15:24:07+08:00
ligand_centred	posebusters	7SFO_98L	ok		3.212	4.022	-6.077	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:09+08:00
detected	posebusters	7SFO_98L	ok		2.665	4.182	-5.973	25.0	25.0	25.0	fpocket_rank1	1	0.432	99	0.579	1	2026-09-22T15:24:09+08:00
ligand_centred	posebusters	7SIU_9ID	ok		-30.454	3.92	-20.946	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:10+08:00
detected	posebusters	7SIU_9ID	ok		-16.469	12.744	32.974	25.0	25.0	25.0	fpocket_rank1	1	0.066	16	56.4	0	2026-09-22T15:24:10+08:00
ligand_centred	posebusters	7R6J_2I7	ok		-7.682	-38.199	-35.543	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:40+08:00
detected	posebusters	7R6J_2I7	ok		-27.424	-3.245	-77.014	25.0	25.0	25.0	fpocket_rank1	1	0.267	42	57.718	0	2026-09-22T15:23:40+08:00
ligand_centred	posebusters	7RSV_7IQ	ok		0.764	-38.561	-0.126	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:04+08:00
detected	posebusters	7RSV_7IQ	ok		27.584	-18.356	20.316	25.0	25.0	25.0	fpocket_rank1	1	0.169	31	39.312	0	2026-09-22T15:24:04+08:00
ligand_centred	posebusters	7T3E_SLB	ok		15.356	-21.665	-23.257	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:22+08:00
detected	posebusters	7T3E_SLB	ok		15.473	-21.988	-22.262	25.0	25.0	25.0	fpocket_rank1	1	0.414	126	1.052	1	2026-09-22T15:24:22+08:00
ligand_centred	posebusters	7T1D_E7K	ok		23.826	-8.017	20.99	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:20+08:00
detected	posebusters	7T1D_E7K	ok		23.166	-12.42	21.661	25.0	25.0	25.0	fpocket_rank1	1	0.167	280	4.501	1	2026-09-22T15:24:20+08:00
ligand_centred	posebusters	7T0D_FPP	ok		33.207	-31.624	-1.714	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:18+08:00
detected	posebusters	7T0D_FPP	ok		27.879	-36.533	-6.84	25.0	25.0	25.0	fpocket_rank1	1	0.304	65	8.875	1	2026-09-22T15:24:18+08:00
ligand_centred	posebusters	7SZA_DUI	ok		-56.499	-14.938	24.342	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:15+08:00
detected	posebusters	7SZA_DUI	ok		-27.308	25.325	3.802	25.0	25.0	25.0	fpocket_rank1	1	0.241	44	53.806	0	2026-09-22T15:24:15+08:00
ligand_centred	posebusters	7TE8_P0T	ok		-61.069	-56.962	35.599	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:35+08:00
detected	posebusters	7TE8_P0T	ok		-27.261	-48.15	42.425	25.0	25.0	25.0	fpocket_rank1	1	0.343	198	35.598	0	2026-09-22T15:24:35+08:00
ligand_centred	posebusters	7TBU_S3P	ok		26.322	69.36	7.312	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:32+08:00
detected	posebusters	7TBU_S3P	ok		28.455	84.477	-14.511	25.0	25.0	25.0	fpocket_rank1	1	0.061	19	26.633	0	2026-09-22T15:24:32+08:00
ligand_centred	posebusters	7TH4_FFO	ok		26.15	10.001	10.003	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:38+08:00
detected	posebusters	7TH4_FFO	ok		18.322	-14.083	-20.113	25.0	25.0	25.0	fpocket_rank1	1	0.189	31	39.348	0	2026-09-22T15:24:38+08:00
ligand_centred	posebusters	7THI_PGA	ok		37.848	35.762	114.861	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:40+08:00
detected	posebusters	7THI_PGA	ok		34.749	29.766	123.741	25.0	25.0	25.0	fpocket_rank1	1	0.23	61	11.154	1	2026-09-22T15:24:40+08:00
ligand_centred	posebusters	7TOM_5AD	ok		19.107	56.024	30.738	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:46+08:00
detected	posebusters	7TOM_5AD	ok		16.321	51.883	35.935	25.0	25.0	25.0	fpocket_rank1	1	1.144	167	7.206	1	2026-09-22T15:24:46+08:00
ligand_centred	posebusters	7TM6_GPJ	ok		-1.814	-0.483	-4.024	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:43+08:00
detected	posebusters	7TM6_GPJ	ok		-2.67	0.674	-0.276	25.0	25.0	25.0	fpocket_rank1	1	0.65	59	4.015	1	2026-09-22T15:24:43+08:00
ligand_centred	posebusters	7TUO_KL9	ok		-0.488	24.023	-11.155	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:53+08:00
detected	posebusters	7TUO_KL9	ok		-4.748	21.456	-4.294	25.0	25.0	25.0	fpocket_rank1	1	0.256	138	8.474	0	2026-09-22T15:24:53+08:00
ligand_centred	posebusters	7TXK_LW8	ok		29.964	44.209	90.312	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:57+08:00
detected	posebusters	7TXK_LW8	ok		17.491	58.991	72.714	25.0	25.0	25.0	fpocket_rank1	1	0.489	316	26.148	0	2026-09-22T15:24:57+08:00
ligand_centred	posebusters	7TSF_H4B	ok		7.112	2.973	34.75	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:51+08:00
detected	posebusters	7TSF_H4B	ok		11.683	1.783	22.738	25.0	25.0	25.0	fpocket_rank1	1	0.517	60	12.907	0	2026-09-22T15:24:51+08:00
ligand_centred	posebusters	7U0U_FK5	ok		-31.598	-12.904	-24.921	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:03+08:00
detected	posebusters	7U0U_FK5	ok		-28.344	-17.848	-21.946	25.0	25.0	25.0	fpocket_rank1	1	0.172	115	6.624	1	2026-09-22T15:25:03+08:00
ligand_centred	posebusters	7TYP_KUR	ok		-33.626	8.911	21.193	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:03+08:00
detected	posebusters	7TYP_KUR	ok		-37.91	-9.807	15.998	25.0	25.0	25.0	fpocket_rank1	1	0.102	253	19.892	0	2026-09-22T15:25:03+08:00
ligand_centred	posebusters	7U3J_L6U	ok		13.364	6.371	-6.012	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:06+08:00
detected	posebusters	7U3J_L6U	ok		12.629	7.058	-5.901	25.0	25.0	25.0	fpocket_rank1	1	0.221	117	1.012	1	2026-09-22T15:25:06+08:00
ligand_centred	posebusters	7UAW_MF6	ok		-20.611	7.637	-16.544	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:09+08:00
detected	posebusters	7UAW_MF6	ok		-5.836	20.74	-40.302	25.0	25.0	25.0	fpocket_rank1	1	0.442	131	30.893	0	2026-09-22T15:25:09+08:00
ligand_centred	posebusters	7UAS_MBU	ok		5.3	-32.533	26.597	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:08+08:00
detected	posebusters	7UAS_MBU	ok		8.352	-31.092	22.958	25.0	25.0	25.0	fpocket_rank1	1	0.435	131	4.963	1	2026-09-22T15:25:08+08:00
ligand_centred	posebusters	7SUC_COM	ok		26.496	33.108	-6.205	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:12+08:00
detected	posebusters	7SUC_COM	ok		26.126	36.908	-13.843	25.0	25.0	25.0	fpocket_rank1	1	1.801	409	8.539	1	2026-09-22T15:24:12+08:00
ligand_centred	posebusters	7TB0_UD1	ok		27.557	-30.334	39.859	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:29+08:00
detected	posebusters	7TB0_UD1	ok		19.582	-27.355	62.492	25.0	25.0	25.0	fpocket_rank1	1	0.102	220	24.181	0	2026-09-22T15:24:29+08:00
ligand_centred	posebusters	7ULC_56B	ok		72.04	15.837	68.645	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:15+08:00
detected	posebusters	7ULC_56B	ok		26.677	1.872	49.129	25.0	25.0	25.0	fpocket_rank1	1	0.231	158	51.319	0	2026-09-22T15:25:15+08:00
ligand_centred	posebusters	7UJ4_OQ4	ok		-20.319	-2.219	23.792	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:11+08:00
detected	posebusters	7UJ4_OQ4	ok		-32.276	7.697	19.354	25.0	25.0	25.0	fpocket_rank1	1	0.329	108	16.155	0	2026-09-22T15:25:11+08:00
ligand_centred	posebusters	7UQ3_O2U	ok		8.647	141.967	100.494	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:25+08:00
detected	posebusters	7UQ3_O2U	ok		8.852	140.996	101.494	25.0	25.0	25.0	fpocket_rank1	1	0.38	54	1.409	1	2026-09-22T15:25:25+08:00
ligand_centred	posebusters	7USH_82V	ok		18.426	-5.211	8.33	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:28+08:00
detected	posebusters	7USH_82V	ok		15.827	-5.379	6.079	25.0	25.0	25.0	fpocket_rank1	1	0.297	49	3.442	1	2026-09-22T15:25:28+08:00
ligand_centred	posebusters	7UMW_NAD	ok		-44.374	49.774	-24.662	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:23+08:00
detected	posebusters	7UMW_NAD	ok		-33.622	23.693	-7.814	25.0	25.0	25.0	fpocket_rank1	1	0.424	75	32.859	0	2026-09-22T15:25:23+08:00
ligand_centred	posebusters	7UJF_R3V	ok		-2.155	-15.182	-62.516	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:15+08:00
detected	posebusters	7UJF_R3V	ok		-10.162	-51.083	-65.175	25.0	25.0	25.0	fpocket_rank1	1	0.216	67	36.879	0	2026-09-22T15:25:15+08:00
ligand_centred	posebusters	7UJ5_DGL	ok		-22.752	-18.276	-39.385	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:14+08:00
detected	posebusters	7UJ5_DGL	ok		-17.122	15.22	1.671	25.0	25.0	25.0	fpocket_rank1	1	0.081	17	53.285	0	2026-09-22T15:25:14+08:00
ligand_centred	posebusters	7UXS_OJC	ok		-13.912	31.725	-13.901	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:29+08:00
detected	posebusters	7UXS_OJC	ok		6.683	31.585	-25.461	25.0	25.0	25.0	fpocket_rank1	1	0.297	65	23.619	0	2026-09-22T15:25:29+08:00
ligand_centred	posebusters	7UYB_OK0	ok		-21.202	-12.85	-9.595	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:32+08:00
detected	posebusters	7UYB_OK0	ok		-15.482	14.399	-7.166	25.0	25.0	25.0	fpocket_rank1	1	0.127	37	27.949	0	2026-09-22T15:25:32+08:00
ligand_centred	posebusters	7V14_ORU	ok		32.309	5.205	-4.403	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:33+08:00
detected	posebusters	7V14_ORU	ok		28.689	7.378	-4.558	25.0	25.0	25.0	fpocket_rank1	1	0.304	65	4.225	1	2026-09-22T15:25:33+08:00
ligand_centred	posebusters	7UY4_SMI	ok		-1.479	-29.473	17.504	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:31+08:00
detected	posebusters	7UY4_SMI	ok		-2.905	-32.809	19.257	25.0	25.0	25.0	fpocket_rank1	1	0.486	87	4.029	1	2026-09-22T15:25:31+08:00
ligand_centred	posebusters	7UTW_NAI	ok		29.672	-5.826	-35.805	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:29+08:00
detected	posebusters	7UTW_NAI	ok		17.442	-15.733	-2.773	25.0	25.0	25.0	fpocket_rank1	1	0.623	90	36.59	0	2026-09-22T15:25:29+08:00
ligand_centred	posebusters	7V3N_AKG	ok		129.158	82.335	-5.565	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:34+08:00
detected	posebusters	7V3N_AKG	ok		128.019	75.71	0.989	25.0	25.0	25.0	fpocket_rank1	1	0.74	83	9.388	1	2026-09-22T15:25:34+08:00
ligand_centred	posebusters	7TS6_KMI	ok		-14.418	-1.031	-4.038	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:24:47+08:00
detected	posebusters	7TS6_KMI	ok		15.6	-47.995	-60.935	25.0	25.0	25.0	fpocket_rank1	1	0.323	69	79.649	0	2026-09-22T15:24:47+08:00
ligand_centred	posebusters	7V3S_5I9	ok		-10.033	-16.781	28.968	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:35+08:00
detected	posebusters	7V3S_5I9	ok		-8.398	-15.145	28.272	25.0	25.0	25.0	fpocket_rank1	1	0.089	215	2.415	1	2026-09-22T15:25:35+08:00
ligand_centred	posebusters	7VBU_6I4	ok		33.756	36.917	61.942	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:37+08:00
detected	posebusters	7VBU_6I4	ok		59.156	57.747	75.543	25.0	25.0	25.0	fpocket_rank1	1	0.203	40	35.553	0	2026-09-22T15:25:37+08:00
ligand_centred	posebusters	7V43_C4O	ok		-41.595	24.817	-9.688	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:36+08:00
detected	posebusters	7V43_C4O	ok		-25.258	26.022	1.964	25.0	25.0	25.0	fpocket_rank1	1	0.602	81	20.103	0	2026-09-22T15:25:36+08:00
ligand_centred	posebusters	7VC5_9SF	ok		15.639	-12.469	-2.828	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:37+08:00
detected	posebusters	7VC5_9SF	ok		15.484	-12.553	1.862	25.0	25.0	25.0	fpocket_rank1	1	0.849	273	4.694	1	2026-09-22T15:25:37+08:00
ligand_centred	posebusters	7VQ9_ISY	ok		27.569	-1.459	28.758	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:40+08:00
detected	posebusters	7VQ9_ISY	ok		20.17	-1.114	0.54	25.0	25.0	25.0	fpocket_rank1	1	0.972	206	29.175	0	2026-09-22T15:25:40+08:00
ligand_centred	posebusters	7W05_GMP	ok		0.652	6.158	-12.691	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:45+08:00
detected	posebusters	7W05_GMP	ok		-10.528	1.938	8.335	25.0	25.0	25.0	fpocket_rank1	1	0.51	28	24.185	0	2026-09-22T15:25:45+08:00
ligand_centred	posebusters	7VB8_STL	ok		4.84	19.916	-31.314	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:36+08:00
detected	posebusters	7VB8_STL	ok		-13.717	31.871	-4.522	25.0	25.0	25.0	fpocket_rank1	1	0.315	302	34.714	0	2026-09-22T15:25:36+08:00
ligand_centred	posebusters	7VWF_K55	ok		15.469	2.622	37.807	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:40+08:00
detected	posebusters	7VWF_K55	ok		18.982	-14.214	27.569	25.0	25.0	25.0	fpocket_rank1	1	0.465	88	20.015	0	2026-09-22T15:25:40+08:00
ligand_centred	posebusters	7W06_ITN	ok		-20.048	17.083	28.165	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:46+08:00
detected	posebusters	7W06_ITN	ok		-20.687	17.259	27.243	25.0	25.0	25.0	fpocket_rank1	1	0.429	34	1.136	1	2026-09-22T15:25:46+08:00
ligand_centred	posebusters	7WCF_ACP	ok		7.947	-20.95	-22.024	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:46+08:00
detected	posebusters	7WCF_ACP	ok		33.107	-9.09	-28.336	25.0	25.0	25.0	fpocket_rank1	1	0.085	29	28.522	0	2026-09-22T15:25:46+08:00
ligand_centred	posebusters	7M31_TDR	ok		-2.318	103.306	26.987	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:19+08:00
detected	posebusters	7M31_TDR	ok		3.82	93.328	14.207	25.0	25.0	25.0	fpocket_rank1	1	1.556	439	17.337	0	2026-09-22T15:21:19+08:00
ligand_centred	posebusters	7WDT_NGS	ok		23.468	-5.916	-4.431	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:47+08:00
detected	posebusters	7WDT_NGS	ok		10.64	-27.762	60.095	25.0	25.0	25.0	fpocket_rank1	1	0.45	66	69.321	0	2026-09-22T15:25:47+08:00
ligand_centred	posebusters	7WJB_BGC	ok		54.528	20.99	14.498	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:47+08:00
detected	posebusters	7WJB_BGC	ok		30.316	21.425	21.115	25.0	25.0	25.0	fpocket_rank1	1	0.427	117	25.104	0	2026-09-22T15:25:47+08:00
ligand_centred	posebusters	7WPW_F15	ok		6.814	-20.656	-2.696	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:55+08:00
detected	posebusters	7WPW_F15	ok		8.343	-20.128	-2.823	25.0	25.0	25.0	fpocket_rank1	1	0.26	111	1.622	1	2026-09-22T15:25:55+08:00
ligand_centred	posebusters	7WQQ_5Z6	ok		29.086	-6.035	9.438	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:56+08:00
detected	posebusters	7WQQ_5Z6	ok		29.369	-5.719	11.535	25.0	25.0	25.0	fpocket_rank1	1	0.412	168	2.139	1	2026-09-22T15:25:56+08:00
ligand_centred	posebusters	7VKZ_NOJ	ok		14.271	3.037	36.653	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:37+08:00
detected	posebusters	7VKZ_NOJ	ok		49.919	14.577	48.397	25.0	25.0	25.0	fpocket_rank1	1	0.285	88	39.267	0	2026-09-22T15:25:37+08:00
ligand_centred	posebusters	7WL4_JFU	ok		4.345	11.129	32.356	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:53+08:00
detected	posebusters	7WL4_JFU	ok		-2.785	20.394	12.028	25.0	25.0	25.0	fpocket_rank1	1	0.219	152	23.451	0	2026-09-22T15:25:53+08:00
ligand_centred	posebusters	7VYJ_CA0	ok		56.726	-45.988	25.56	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:25:42+08:00
detected	posebusters	7VYJ_CA0	ok		23.75	-63.248	18.392	25.0	25.0	25.0	fpocket_rank1	1	0.059	31	37.904	0	2026-09-22T15:25:42+08:00
