dataset	complex_id	conformer	status	reason	smiles	heavy_atoms	rotatable_bonds	seed	embed_attempts	conformer_rmsd_to_crystal	pdbqt_bytes	elapsed_s	recorded
posebusters	7NPL_UKZ	genconf	ok		CCC[C@@H](NC(=O)c1cccc2c1CC(=O)N2)[C@@H](O)c1cccc(Cl)c1C	27	6	20260922	1	2.39	2956	0.16	2026-09-22T15:00:42+08:00
posebusters	7O1T_5X8	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	25	6				3266	0.01	2026-09-22T15:00:42+08:00
posebusters	7ODY_DGI	refconf	ok		Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	27	6				3448	0.01	2026-09-22T15:00:42+08:00
posebusters	7O0N_CDP	genconf	ok		Nc1ccn([C@@H]2O[C@H](CO[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	25	6	20260922	1	2.076	3274	0.16	2026-09-22T15:00:42+08:00
posebusters	7O1T_5X8	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	25	6	20260922	1	1.23	3266	0.12	2026-09-22T15:00:42+08:00
posebusters	7OEO_V9Z	refconf	ok		CNC(=O)CN(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(OC)c(C)c1	32	8				3278	0.02	2026-09-22T15:00:42+08:00
posebusters	7NXO_UU8	genconf	ok		Cc1ccccc1Oc1cc(-n2c(=O)cc(S(=O)(=O)c3ccccc3)[nH]c2=O)c(F)cc1C#N	34	5	20260922	1	2.006	3346	0.2	2026-09-22T15:00:42+08:00
posebusters	7OFF_VCB	refconf	ok		O=C(N[C@@H](C(=O)O)c1ccccc1)c1cccc2c1-c1ccccc1C2=O	27	4				2797	0.01	2026-09-22T15:00:42+08:00
posebusters	7OFK_VCH	refconf	ok		CC(=O)N1Cc2cc(S(C)(=O)=O)ccc2[C@@H]1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1	35	4				3628	0.01	2026-09-22T15:00:42+08:00
posebusters	7ODY_DGI	genconf	ok		Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	27	6	20260922	1	2.356	3415	0.15	2026-09-22T15:00:42+08:00
posebusters	7OLI_8HG	refconf	ok		Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1	20	2				2527	0.01	2026-09-22T15:00:42+08:00
posebusters	7OFF_VCB	genconf	ok		O=C(N[C@@H](C(=O)O)c1ccccc1)c1cccc2c1-c1ccccc1C2=O	27	4	20260922	1	0.489	2797	0.11	2026-09-22T15:00:42+08:00
posebusters	7OLI_8HG	genconf	ok		Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1	20	2	20260922	1	2.064	2494	0.09	2026-09-22T15:00:42+08:00
posebusters	7OMX_CNA	refconf	ok		NC(=O)c1ccc[n+]([C@@H]2C[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	44	11				5487	0.01	2026-09-22T15:00:42+08:00
posebusters	7OP9_06K	refconf	ok		Clc1nc(Cl)c2[nH]cnc2n1	11	0				1107	0.01	2026-09-22T15:00:42+08:00
posebusters	7OP9_06K	genconf	ok		Clc1nc(Cl)c2[nH]cnc2n1	11	0	20260922	1	0.06	1107	0.02	2026-09-22T15:00:42+08:00
posebusters	7OPG_06N	refconf	ok		CCCNc1nn2c(-c3ccc(O)cc3)cnc2s1	19	4				2072	0.01	2026-09-22T15:00:42+08:00
posebusters	7OFK_VCH	genconf	ok		CC(=O)N1Cc2cc(S(C)(=O)=O)ccc2[C@@H]1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1	35	4	20260922	1	1.181	3628	0.19	2026-09-22T15:00:42+08:00
posebusters	7OPG_06N	genconf	ok		CCCNc1nn2c(-c3ccc(O)cc3)cnc2s1	19	4	20260922	1	0.903	2039	0.05	2026-09-22T15:00:42+08:00
posebusters	7OSO_0V1	refconf	ok		OCC[C@H](O)CO	7	3				1124	0.01	2026-09-22T15:00:42+08:00
posebusters	7OEO_V9Z	genconf	ok		CNC(=O)CN(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(OC)c(C)c1	32	8	20260922	1	0.696	3278	0.24	2026-09-22T15:00:42+08:00
posebusters	7OSO_0V1	genconf	ok		OCC[C@H](O)CO	7	3	20260922	1	1.077	1124	0.01	2026-09-22T15:00:42+08:00
posebusters	7OZC_G6S	refconf	ok		O=S(=O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	16	3				2193	0.01	2026-09-22T15:00:42+08:00
posebusters	7OZ9_NGK	refconf	ok		CC(=O)N[C@@H]1[C@@H](O)[C@@H](OS(=O)(=O)O)[C@@H](CO)O[C@@H]1O	19	4				2459	0.01	2026-09-22T15:00:42+08:00
posebusters	7P1F_KFN	refconf	ok		O=C(O)C1=C[C@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)CO)O1	17	4				2432	0.01	2026-09-22T15:00:42+08:00
posebusters	7OZC_G6S	genconf	ok		O=S(=O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	16	3	20260922	1	1.145	2193	0.04	2026-09-22T15:00:42+08:00
posebusters	7P1F_KFN	genconf	ok		O=C(O)C1=C[C@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)CO)O1	17	4	20260922	1	0.545	2432	0.04	2026-09-22T15:00:43+08:00
posebusters	7P1M_4IU	refconf	ok		Cn1c(CO[C@@H]2C=CO[C@H](CO)[C@@H]2O)nc2ccc(C(=O)O)cc21	24	5				2730	0.01	2026-09-22T15:00:43+08:00
posebusters	7OZ9_NGK	genconf	ok		CC(=O)N[C@@H]1[C@@H](O)[C@@H](OS(=O)(=O)O)[C@@H](CO)O[C@@H]1O	19	4	20260922	1	1.463	2459	0.06	2026-09-22T15:00:42+08:00
posebusters	7P2I_MFU	refconf	ok		CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O	12	1				1520	0.01	2026-09-22T15:00:43+08:00
posebusters	7P4C_5OV	refconf	ok		O=S1(=O)N[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)[C@@H]2O1	16	1				2100	0.01	2026-09-22T15:00:43+08:00
posebusters	7P2I_MFU	genconf	ok		CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O	12	1	20260922	1	0.388	1520	0.03	2026-09-22T15:00:43+08:00
posebusters	7P5T_5YG	refconf	ok		COc1ccc(CNc2ccc(Cc3ccncc3)cc2)cc1	23	6				2366	0.01	2026-09-22T15:00:43+08:00
posebusters	7P4C_5OV	genconf	ok		O=S1(=O)N[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)[C@@H]2O1	16	1	20260922	1	0.493	2100	0.03	2026-09-22T15:00:43+08:00
posebusters	7PGX_FMN	refconf	ok		Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C	31	7				3740	0.01	2026-09-22T15:00:43+08:00
posebusters	7P1M_4IU	genconf	ok		Cn1c(CO[C@@H]2C=CO[C@H](CO)[C@@H]2O)nc2ccc(C(=O)O)cc21	24	5	20260922	1	2.098	2730	0.1	2026-09-22T15:00:43+08:00
posebusters	7PIH_7QW	refconf	ok		N[C@@H]1CCN(Cc2cccc(-c3ccc4c(O)nccc4c3)c2)C1	24	3				2619	0.01	2026-09-22T15:00:43+08:00
posebusters	7NR8_UOE	genconf	ok		C[C@H](C(=O)N[C@H](CO)c1cccc(N2CCN(C)CC2)n1)N1Cc2ccc(-c3nc(NC4CCOCC4)ncc3Cl)cc2C1=O	45	9	20260922	1	5.05	4666	0.68	2026-09-22T15:00:42+08:00
posebusters	7P5T_5YG	genconf	ok		COc1ccc(CNc2ccc(Cc3ccncc3)cc2)cc1	23	6	20260922	1	1.09	2366	0.1	2026-09-22T15:00:43+08:00
posebusters	7PJQ_OWH	refconf	ok		CNC(=S)c1cccnc1	10	1				1047	0.01	2026-09-22T15:00:43+08:00
posebusters	7PJQ_OWH	genconf	ok		CNC(=S)c1cccnc1	10	1	20260922	1	0.898	1047	0.02	2026-09-22T15:00:43+08:00
posebusters	7PK0_BYC	refconf	ok		CC(C)(CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1	56	20				6874	0.02	2026-09-22T15:00:43+08:00
posebusters	7PL1_SFG	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	27	7				3685	0.01	2026-09-22T15:00:43+08:00
posebusters	7PIH_7QW	genconf	ok		N[C@@H]1CCN(Cc2cccc(-c3ccc4c(O)nccc4c3)c2)C1	24	3	20260922	1	1.492	2619	0.14	2026-09-22T15:00:43+08:00
posebusters	7POM_7VZ	refconf	ok		COC(=O)c1cc(S(N)(=O)=O)c(SC2CCCCC2)cc1Cl	22	4				2372	0.01	2026-09-22T15:00:43+08:00
posebusters	7PGX_FMN	genconf	ok		Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C	31	7	20260922	1	1.554	3740	0.2	2026-09-22T15:00:43+08:00
posebusters	7PRI_7TI	refconf	ok		Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O	20	3				2550	0.01	2026-09-22T15:00:43+08:00
posebusters	7PRI_7TI	genconf	ok		Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O	20	3	20260922	1	0.881	2550	0.03	2026-09-22T15:00:43+08:00
posebusters	7PRM_81I	refconf	ok		O=C(c1ccco1)N1CCN([C@@H]2CC(=O)N(c3ccc(-c4ccc(F)cc4)cc3)C2)CC1	32	4				3036	0.01	2026-09-22T15:00:43+08:00
posebusters	7PL1_SFG	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	27	7	20260922	1	2.041	3685	0.16	2026-09-22T15:00:43+08:00
posebusters	7OMX_CNA	genconf	ok		NC(=O)c1ccc[n+]([C@@H]2C[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	44	11	20260922	1	2.79	5487	0.49	2026-09-22T15:00:42+08:00
posebusters	7POM_7VZ	genconf	ok		COC(=O)c1cc(S(N)(=O)=O)c(SC2CCCCC2)cc1Cl	22	4	20260922	1	1.267	2372	0.07	2026-09-22T15:00:43+08:00
posebusters	7PT3_3KK	refconf	ok		CC(C)(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	54	20				6836	0.02	2026-09-22T15:00:43+08:00
posebusters	7PUV_84Z	refconf	ok		COC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1S(=O)(=O)c1ccccc1	24	4				2570	0.01	2026-09-22T15:00:43+08:00
posebusters	7Q25_8J9	refconf	ok		CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	33	14				4005	0.01	2026-09-22T15:00:43+08:00
posebusters	7MMH_ZJY	genconf	ok		COc1ccc2nc(C)c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OCC5(C(F)(F)F)CC5)C(=O)N4C3)nc2c1	57	9	20260922	1	2.583	6323	1.78	2026-09-22T15:00:41+08:00
posebusters	7PUV_84Z	genconf	ok		COC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1S(=O)(=O)c1ccccc1	24	4	20260922	1	1.603	2570	0.07	2026-09-22T15:00:43+08:00
posebusters	7Q27_8KC	refconf	ok		CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	35	14				4149	0.02	2026-09-22T15:00:43+08:00
posebusters	7Q2B_M6H	refconf	ok		c1ccc(CC2NCCN2)cc1	12	2				1341	0.01	2026-09-22T15:00:43+08:00
posebusters	7Q2B_M6H	genconf	ok		c1ccc(CC2NCCN2)cc1	12	2	20260922	1	0.684	1341	0.03	2026-09-22T15:00:43+08:00
posebusters	7Q5I_I0F	refconf	ok		CN(C)c1ccc(/C=C(\C#N)C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	27	5				3211	0.01	2026-09-22T15:00:43+08:00
posebusters	7PRM_81I	genconf	ok		O=C(c1ccco1)N1CCN([C@@H]2CC(=O)N(c3ccc(-c4ccc(F)cc4)cc3)C2)CC1	32	4	20260922	1	1.444	3036	0.22	2026-09-22T15:00:43+08:00
posebusters	7QE4_NGA	refconf	ok		CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O	15	2				2037	0.01	2026-09-22T15:00:43+08:00
posebusters	7QE4_NGA	genconf	ok		CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O	15	2	20260922	1	1.014	2037	0.04	2026-09-22T15:00:43+08:00
posebusters	7QF4_RBF	refconf	ok		Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	27	5				3201	0.01	2026-09-22T15:00:43+08:00
posebusters	7Q5I_I0F	genconf	ok		CN(C)c1ccc(/C=C(\C#N)C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	27	5	20260922	1	1.751	3211	0.15	2026-09-22T15:00:43+08:00
posebusters	7QFM_AY3	refconf	ok		O=C1Nc2ccccc2/C1=C\c1ccc(C(=O)O)cc1	20	2				2097	0.01	2026-09-22T15:00:43+08:00
posebusters	7Q25_8J9	genconf	ok		CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	33	14	20260922	1	2.773	3987	0.29	2026-09-22T15:00:43+08:00
posebusters	7QFM_AY3	genconf	ok		O=C1Nc2ccccc2/C1=C\c1ccc(C(=O)O)cc1	20	2	20260922	1	0.413	2097	0.03	2026-09-22T15:00:43+08:00
posebusters	7QGP_DJ8	refconf	ok		Cc1cc(Cl)ccc1CNC(=O)Nc1ccc2cc1OCCOCCNc1ccn3ncc-2c3n1	35	3				3988	0.02	2026-09-22T15:00:43+08:00
posebusters	7QHG_T3B	refconf	ok		CC(C)C(=O)Nc1ncc(C(=O)NCCN(Cc2ccccc2)C(=O)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)s1	42	12				4480	0.01	2026-09-22T15:00:43+08:00
posebusters	7Q27_8KC	genconf	ok		CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	35	14	20260922	1	2.699	4149	0.29	2026-09-22T15:00:43+08:00
posebusters	7QHL_D5P	refconf	ok		NCCSc1nc(NCc2ccc(-n3cccn3)cc2)c2[nH]nc(C3CCC3)c2n1	30	8				3358	0.01	2026-09-22T15:00:43+08:00
posebusters	7QF4_RBF	genconf	ok		Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	27	5	20260922	1	1.374	3201	0.12	2026-09-22T15:00:43+08:00
posebusters	7QPP_VDX	refconf	ok		C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	30	6				3308	0.01	2026-09-22T15:00:43+08:00
posebusters	7QHL_D5P	genconf	ok		NCCSc1nc(NCc2ccc(-n3cccn3)cc2)c2[nH]nc(C3CCC3)c2n1	30	8	20260922	1	2.39	3358	0.16	2026-09-22T15:00:43+08:00
posebusters	7QTA_URI	refconf	ok		O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	17	2				2095	0.01	2026-09-22T15:00:43+08:00
posebusters	7QGP_DJ8	genconf	ok		Cc1cc(Cl)ccc1CNC(=O)Nc1ccc2cc1OCCOCCNc1ccn3ncc-2c3n1	35	3	20260922	1	1.511	3955	0.23	2026-09-22T15:00:43+08:00
posebusters	7R3D_APR	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O	36	9				4643	0.01	2026-09-22T15:00:43+08:00
posebusters	7QTA_URI	genconf	ok		O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	17	2	20260922	1	0.903	2095	0.04	2026-09-22T15:00:43+08:00
posebusters	7R59_I5F	refconf	ok		Oc1ccc2c(c1)sc1nncn12	13	0				1311	0.0	2026-09-22T15:00:43+08:00
posebusters	7R59_I5F	genconf	ok		Oc1ccc2c(c1)sc1nncn12	13	0	20260922	1	0.063	1311	0.01	2026-09-22T15:00:43+08:00
posebusters	7R6J_2I7	refconf	ok		Cc1cc(NCc2cccc(CN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)c2)cc(-c2ncccn2)c1	33	7				3810	0.01	2026-09-22T15:00:43+08:00
posebusters	7QHG_T3B	genconf	ok		CC(C)C(=O)Nc1ncc(C(=O)NCCN(Cc2ccccc2)C(=O)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)s1	42	12	20260922	1	3.06	4480	0.29	2026-09-22T15:00:43+08:00
posebusters	7R7R_AWJ	refconf	ok		Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2N2NC=CN2)c1	33	7				3855	0.01	2026-09-22T15:00:44+08:00
posebusters	7R3D_APR	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O	36	9	20260922	1	2.597	4643	0.25	2026-09-22T15:00:43+08:00
posebusters	7R9N_F97	refconf	ok		CC(C)n1ncc2cnc(Nc3cc([C@@H]4CCNC4)nc(N4CCC(F)(F)C4)n3)cc21	31	5				3151	0.01	2026-09-22T15:00:44+08:00
posebusters	7QPP_VDX	genconf	ok		C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	30	6	20260922	1	1.037	3308	0.47	2026-09-22T15:00:43+08:00
posebusters	7RC3_SAH	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	26	7				3386	0.01	2026-09-22T15:00:44+08:00
posebusters	7R6J_2I7	genconf	ok		Cc1cc(NCc2cccc(CN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)c2)cc(-c2ncccn2)c1	33	7	20260922	1	2.599	3810	0.26	2026-09-22T15:00:43+08:00
posebusters	7RH3_59O	refconf	ok		CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OC(=O)c2ccc(C)cc2)[C@@H]1OC(=O)c1ccc(Cl)cc1[N+](=O)[O-]	34	7				3654	0.01	2026-09-22T15:00:44+08:00
posebusters	7R7R_AWJ	genconf	ok		Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2N2NC=CN2)c1	33	7	20260922	1	2.914	3837	0.25	2026-09-22T15:00:44+08:00
posebusters	7RKW_5TV	refconf	ok		O=C(O[C@H](Cn1ccnc1)c1ccc(F)cc1)c1cc(Cl)cc(Cl)c1	25	5				2486	0.01	2026-09-22T15:00:44+08:00
posebusters	7RKW_5TV	genconf	ok		O=C(O[C@H](Cn1ccnc1)c1ccc(F)cc1)c1cc(Cl)cc(Cl)c1	25	5	20260922	1	1.474	2486	0.08	2026-09-22T15:00:44+08:00
posebusters	7RNI_60I	refconf	ok		Cc1nn(C)c(C)c1C(=O)N1CCN(Cc2nc3ccccc3n2CC(C)(C)C)CC1	31	4				2973	0.01	2026-09-22T15:00:44+08:00
posebusters	7RC3_SAH	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	26	7	20260922	1	2.606	3386	0.15	2026-09-22T15:00:44+08:00
posebusters	7ROR_69X	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OC(=O)[C@@H](N)Cc2ccc(O)cc2)[C@@H](O)[C@H]1O	35	8				4385	0.01	2026-09-22T15:00:44+08:00
posebusters	7R9N_F97	genconf	ok		CC(C)n1ncc2cnc(Nc3cc([C@@H]4CCNC4)nc(N4CCC(F)(F)C4)n3)cc21	31	5	20260922	1	2.52	3151	0.22	2026-09-22T15:00:44+08:00
posebusters	7ROU_66I	refconf	ok		Nc1ncnc2c1c(OC(F)F)nn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)[C@@H](N)Cc2ccc(O)cc2)[C@@H](O)[C@H]1O	39	10				4735	0.01	2026-09-22T15:00:44+08:00
posebusters	7RH3_59O	genconf	ok		CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OC(=O)c2ccc(C)cc2)[C@@H]1OC(=O)c1ccc(Cl)cc1[N+](=O)[O-]	34	7	20260922	1	1.418	3654	0.2	2026-09-22T15:00:44+08:00
posebusters	7RSV_7IQ	refconf	ok		C[C@@H]1COCCN1c1cc2n(n1)[C@@H]1CCC[C@@H]1NC2=O	20	1				1957	0.01	2026-09-22T15:00:44+08:00
posebusters	7PK0_BYC	genconf	ok		CC(C)(CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1	56	20	20260922	1	4.674	6874	1.37	2026-09-22T15:00:43+08:00
posebusters	7PT3_3KK	genconf	ok		CC(C)(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	54	20	20260922	1	2.908	6836	1.2	2026-09-22T15:00:43+08:00
posebusters	7RSV_7IQ	genconf	ok		C[C@@H]1COCCN1c1cc2n(n1)[C@@H]1CCC[C@@H]1NC2=O	20	1	20260922	1	1.575	1957	0.09	2026-09-22T15:00:44+08:00
posebusters	7RWS_4UR	refconf	ok		Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@@](=O)(O)O[C@@H]4[C@H](O)[C@@H](CO[P@](=O)(O)O[C@H]3[C@H]2O)O[C@H]4n2cnc3c(N)ncnc32)c(=O)[nH]1	45	2				5652	0.01	2026-09-22T15:00:44+08:00
posebusters	7RZL_NPO	refconf	ok		O=[N+]([O-])c1ccc(O)cc1	10	1				1088	0.02	2026-09-22T15:00:44+08:00
posebusters	7RZL_NPO	genconf	ok		O=[N+]([O-])c1ccc(O)cc1	10	1	20260922	1	0.048	1088	0.02	2026-09-22T15:00:44+08:00
posebusters	7RNI_60I	genconf	ok		Cc1nn(C)c(C)c1C(=O)N1CCN(Cc2nc3ccccc3n2CC(C)(C)C)CC1	31	4	20260922	1	1.313	2973	0.22	2026-09-22T15:00:44+08:00
posebusters	7SCW_GSP	refconf	ok		Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(O)(O)=S)[C@@H](O)[C@H]2O)c(=O)[nH]1	32	8				4199	0.01	2026-09-22T15:00:44+08:00
posebusters	7SDD_4IP	refconf	ok		O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	28	8				4034	0.01	2026-09-22T15:00:44+08:00
posebusters	7SFO_98L	refconf	ok		Oc1cccc(CNc2nc(Cl)nc3scc(-c4ccccc4)c23)c1	25	4				2616	0.01	2026-09-22T15:00:44+08:00
posebusters	7ROR_69X	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OC(=O)[C@@H](N)Cc2ccc(O)cc2)[C@@H](O)[C@H]1O	35	8	20260922	1	1.885	4385	0.23	2026-09-22T15:00:44+08:00
posebusters	7SIU_9ID	refconf	ok		Cn1cc(Nc2ncc(C3=CCC[C@@H](NC(=O)c4ccccc4)C3)nc2C(N)=O)cn1	31	6				3354	0.01	2026-09-22T15:00:44+08:00
posebusters	7SDD_4IP	genconf	ok		O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	28	8	20260922	1	1.624	4034	0.08	2026-09-22T15:00:44+08:00
posebusters	7SUC_COM	refconf	ok		O=S(=O)(O)CCS	7	2				973	0.0	2026-09-22T15:00:44+08:00
posebusters	7SUC_COM	genconf	ok		O=S(=O)(O)CCS	7	2	20260922	1	0.696	973	0.01	2026-09-22T15:00:44+08:00
posebusters	7SZA_DUI	refconf	ok		Nc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O	20	1				2155	0.01	2026-09-22T15:00:44+08:00
posebusters	7SFO_98L	genconf	ok		Oc1cccc(CNc2nc(Cl)nc3scc(-c4ccccc4)c23)c1	25	4	20260922	1	0.882	2616	0.09	2026-09-22T15:00:44+08:00
posebusters	7ROU_66I	genconf	ok		Nc1ncnc2c1c(OC(F)F)nn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)[C@@H](N)Cc2ccc(O)cc2)[C@@H](O)[C@H]1O	39	10	20260922	1	1.714	4735	0.3	2026-09-22T15:00:44+08:00
posebusters	7T0D_FPP	refconf	ok		CC(C)=CCC/C(C)=C/CC/C(C)=C/CO[P@](=O)(O)OP(=O)(O)O	24	11				2925	0.01	2026-09-22T15:00:44+08:00
posebusters	7T1D_E7K	refconf	ok		Cc1cn(-c2ccc3c(c2)CN(c2ncc(Cc4ccc(-n5cccn5)cc4)s2)CC3)c(C)n1	34	5				3257	0.01	2026-09-22T15:00:44+08:00
posebusters	7SZA_DUI	genconf	ok		Nc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O	20	1	20260922	1	0.379	2155	0.06	2026-09-22T15:00:44+08:00
posebusters	7SCW_GSP	genconf	ok		Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(O)(O)=S)[C@@H](O)[C@H]2O)c(=O)[nH]1	32	8	20260922	1	1.471	4166	0.17	2026-09-22T15:00:44+08:00
